timestamp,free_heap_kb,stack_hwm_bytes,net_activity,msg_size,sign_time_ms,label,true_algo
1761022626604,237.62,6016,2,1024,418.0,0,0
1761022628819,247.86,6016,1,32,214.03,0,0
1761022631112,237.62,6016,2,32,291.52,0,0
1761022633365,247.86,6016,1,64,252.43,0,0
1761022635760,237.62,6016,2,32,392.36,0,0
1761022637935,247.86,6016,1,32,174.39,1,0
1761022640077,237.62,6016,2,64,140.56,1,0
1761022642516,247.86,6016,1,128,438.41,0,0
1761022644727,237.62,6016,2,128,207.88,0,0
1761022647084,247.7,6016,1,32,356.16,0,0
1761022649276,247.86,6016,1,1024,185.14,1,0
1761022651385,237.62,6016,2,128,107.63,1,0
1761022653669,247.82,6016,1,64,282.89,0,0
1761022656129,237.62,6016,2,256,458.3,0,0
1761022658475,247.86,6016,1,32,344.3,0,0
1761022660675,237.62,6016,2,32,198.59,1,0
1761022662768,247.86,6016,1,32,92.48,1,0
1761022665003,237.62,6016,2,512,232.7,0,0
1761022667454,247.86,6016,1,256,448.26,0,0
1761022669557,237.62,6016,2,512,100.92,1,0
1761022671710,247.86,6016,1,512,150.22,1,0
1761022673906,237.62,6016,2,32,194.73,1,0
1761022675984,247.86,6016,1,128,75.69,1,0
1761022678154,237.62,6016,2,1024,164.97,1,0
1761022680261,247.86,6016,1,64,105.83,1,0
1761022682502,247.86,6016,1,256,240.08,0,0
1761022685247,237.62,6016,2,64,742.83,0,0
1761022687333,247.86,6016,1,128,84.34,1,0
1761022689454,237.62,6016,2,32,119.26,1,0
1761022691624,247.86,6016,1,1024,167.76,1,0
1761022693777,237.62,6016,2,512,150.92,1,0
1761022695958,247.86,6016,1,256,179.54,1,0
1761022698162,237.62,6016,2,32,203.39,0,0
1761022700617,247.86,6016,1,1024,452.12,0,0
1761022703029,237.62,6016,2,512,408.79,0,0
1761022705174,247.86,6016,1,256,143.83,1,0
1761022707429,237.62,6016,2,128,252.97,0,0
1761022709760,247.86,6016,1,128,329.75,0,0
1761022711896,237.62,6016,2,1024,132.94,1,0
1761022714098,247.86,6016,1,256,200.35,0,0
1761022716233,237.62,6016,2,1024,130.92,1,0
1761022718344,247.7,6016,1,32,109.8,1,0
1761022720472,237.62,6016,2,256,126.39,1,0
1761022722648,242.01,6016,1,512,173.49,1,0
1761022724801,247.86,6016,1,128,151.58,1,0
1761022726972,237.62,6016,2,512,169.28,1,0
1761022729051,247.86,6016,1,32,77.55,1,0
1761022731219,237.62,6016,2,64,165.61,1,0
1761022733352,247.86,6016,1,64,132.12,1,0
1761022735503,237.62,6016,2,512,148.38,1,0
1761022737707,247.86,6016,1,64,202.76,0,0
1761022739804,237.62,6016,2,1024,94.5,1,0
1761022742002,247.86,6016,1,1024,196.14,1,0
1761022744123,237.62,6016,2,512,119.07,1,0
1761022746313,247.86,6016,1,1024,186.17,1,0
1761022748534,237.62,6016,2,128,213.96,0,0
1761022750906,247.86,6016,1,1024,369.73,0,0
1761022753127,237.62,6016,2,1024,215.49,0,0
1761022755597,247.86,6016,1,64,469.42,0,0
1761022757929,247.86,6016,1,1024,330.18,0,0
1761022760162,237.62,6016,2,64,230.38,0,0
1761022762368,247.86,6016,1,512,202.98,0,0
1761022764720,237.62,6016,2,512,347.01,0,0
1761022766810,247.86,6016,1,256,88.16,1,0
1761022768959,237.62,6016,2,32,148.78,1,0
1761022771126,247.86,6016,1,32,164.96,1,0
1761022773619,237.62,6016,2,64,489.12,0,0
1761022775732,247.86,6016,1,256,111.09,1,0
1761022777916,237.62,6016,2,512,182.38,1,0
1761022780156,247.86,6016,1,256,238.56,0,0
1761022782500,237.62,6016,2,512,341.88,0,0
1761022784738,247.86,6016,1,128,237.35,0,0
1761022787131,237.62,6016,2,64,391.3,0,0
1761022789265,247.86,6016,1,1024,131.55,1,0
1761022791408,237.62,6016,2,32,142.03,1,0
1761022793602,247.82,6016,1,128,192.87,1,0
1761022795702,237.62,6016,2,128,98.28,1,0
1761022797866,247.86,6016,1,64,163.42,1,0
1761022799987,237.62,6016,2,256,119.72,1,0
1761022802151,247.82,6016,1,512,162.43,1,0
1761022804346,237.62,6016,2,512,193.42,1,0
1761022806451,247.82,6016,1,64,102.93,1,0
1761022808590,237.64,6016,1,512,136.37,1,0
1761022810731,237.62,6016,2,512,138.3,1,0
1761022812979,247.86,6016,1,512,244.85,0,0
1761022815422,237.62,6016,2,1024,441.08,0,0
1761022817517,247.86,6016,1,1024,92.78,1,0
1761022819625,237.62,6016,2,64,106.66,1,0
1761022821812,247.86,6016,1,64,185.7,1,0
1761022823980,237.62,6016,2,128,165.31,1,0
1761022826090,247.86,6016,1,128,108.98,1,0
1761022828246,237.62,6016,2,128,153.24,1,0
1761022830442,247.86,6016,1,64,194.57,1,0
1761022832657,237.62,6016,2,1024,211.42,0,0
1761022835000,247.86,6016,1,1024,340.79,0,0
1761022837195,237.62,6016,2,512,192.35,1,0
1761022839397,247.86,6016,1,32,200.85,0,0
1761022841726,237.62,6016,2,128,329.02,0,0
1761022843888,247.86,6016,1,512,159.79,1,0
1761022846047,237.62,6016,2,256,158.09,1,0
1761022848196,242.02,6016,1,32,148.89,1,0
1761022850394,247.86,6016,1,256,196.3,1,0
1761022852508,237.62,6016,2,32,113.02,1,0
1761022854675,247.86,6016,1,128,165.28,1,0
1761022856773,237.62,6016,2,64,96.47,1,0
1761022859103,247.86,6016,1,64,328.06,0,0
1761022861380,237.62,6016,2,512,274.66,0,0
1761022863540,247.86,6016,1,512,159.56,1,0
1761022865717,237.62,6016,2,32,174.41,1,0
1761022867834,247.86,6016,1,128,115.94,1,0
1761022870088,237.62,6016,2,128,252.43,0,0
1761022872453,247.86,6016,1,64,363.35,0,0
1761022874685,247.86,6016,1,512,228.51,0,0
1761022877046,237.62,6016,2,256,359.45,0,0
1761022879232,247.86,6016,1,512,185.67,1,0
1761022881639,237.62,6016,2,64,405.68,0,0
1761022883873,247.86,6016,1,32,232.71,0,0
1761022886038,237.62,6016,2,256,163.95,1,0
1761022888184,247.86,6016,1,1024,144.63,1,0
1761022890347,237.62,6016,2,1024,160.98,1,0
1761022892815,247.86,6016,1,32,467.43,0,0
1761022895220,237.62,6016,2,64,398.43,0,0
1761022897437,247.86,6016,1,256,216.51,0,0
1761022899628,237.62,6016,2,256,189.34,1,0
1761022901889,242.02,6016,1,64,258.26,0,0
1761022904097,247.86,6016,1,1024,206.42,0,0
1761022906225,237.62,6016,2,32,126.45,1,0
1761022908361,247.86,6016,1,64,135.42,1,0
1761022910627,237.62,6016,2,1024,264.09,0,0
1761022912968,247.86,6016,1,512,339.02,0,0
1761022915096,237.62,6016,2,256,126.47,1,0
1761022917264,247.86,6016,1,32,166.78,1,0
1761022919396,237.62,6016,2,64,130.25,1,0
1761022921549,247.86,6016,1,32,150.85,1,0
1761022923718,237.62,6016,2,1024,165.96,1,0
1761022925912,247.86,6016,1,64,193.19,1,0
1761022928005,237.62,6016,2,128,91.89,1,0
1761022930170,247.86,6016,1,512,162.98,1,0
1761022932309,237.62,6016,2,128,137.07,1,0
1761022934542,247.86,6016,1,512,231.63,0,0
1761022936927,237.62,6016,2,256,381.18,0,0
1761022939113,247.86,6016,1,1024,183.6,1,0
1761022941207,237.62,6016,2,512,92.77,1,0
1761022943474,247.86,6016,1,32,266.23,0,0
1761022945845,247.86,6016,1,512,368.75,0,0
1761022947989,237.62,6016,2,512,141.74,1,0
1761022950162,247.86,6016,1,32,172.14,1,0
1761022952356,237.62,6016,2,128,192.5,1,0
1761022954724,247.82,6016,1,32,366.64,0,0
1761022956862,237.62,6016,2,32,136.68,1,0
1761022959226,247.86,6016,1,128,362.29,0,0
1761022961508,237.62,6016,2,256,280.84,0,0
1761022963658,247.86,6016,1,256,149.4,1,0
1761022965960,237.62,6016,2,256,299.33,0,0
1761022968223,247.86,6016,1,256,260.86,0,0
1761022970358,237.62,6016,2,1024,133.06,1,0
1761022972537,247.86,6016,1,1024,176.91,1,0
1761022974719,237.62,6016,2,1024,180.19,1,0
1761022976855,247.86,6016,1,1024,131.95,1,0
1761022978987,237.62,6016,2,512,129.99,1,0
1761022981123,247.86,6016,1,32,135.25,1,0
1761022983268,237.62,6016,2,32,142.99,1,0
1761022985395,247.86,6016,1,512,126.01,1,0
1761022987658,237.62,6016,2,1024,261.6,0,0
1761022990020,247.86,6016,1,1024,359.42,0,0
1761022992196,237.62,6016,2,1024,174.42,1,0
1761022994318,247.7,6016,1,512,119.63,1,0
1761022996470,237.62,6016,2,128,148.02,1,0
1761022998606,242.02,6016,1,32,134.6,1,0
1761023001001,247.86,6016,1,256,394.52,0,0
1761023003229,237.62,6016,2,512,225.2,0,0
1761023005418,247.86,6016,1,128,188.16,1,0
1761023007529,237.62,6016,2,1024,104.76,1,0
1761023009733,247.86,6016,1,256,202.12,0,0
1761023011855,237.62,6016,2,1024,119.53,1,0
1761023014263,247.86,6016,1,256,406.69,0,0
1761023016488,237.62,6016,2,1024,222.61,0,0
1761023018668,247.86,6016,1,128,178.91,1,0
1761023021025,237.62,6016,2,256,354.46,0,0
1761023023301,247.86,6016,1,1024,274.18,0,0
1761023025636,237.62,6016,2,32,331.65,0,0
1761023027826,247.86,6016,1,256,188.76,1,0
1761023029985,237.67,6016,1,1024,156.85,1,0
1761023032098,237.62,6016,2,512,111.43,1,0
1761023034246,247.86,6016,1,32,146.53,1,0
1761023036431,237.62,6016,2,512,183.28,1,0
1761023038523,247.86,6016,1,512,90.33,1,0
1761023040819,237.62,6016,2,128,294.03,0,0
1761023043131,247.86,6016,1,1024,308.56,0,0
1761023045409,237.62,6016,2,256,276.94,0,0
1761023047754,247.86,6016,1,256,343.07,0,0
1761023049920,237.62,6016,2,1024,163.84,1,0
1761023052017,247.86,6016,1,32,95.74,1,0
1761023054216,237.62,6016,2,32,198.37,1,0
1761023056332,247.82,6016,1,1024,113.73,1,0
1761023058515,247.86,6016,1,512,181.65,1,0
1761023060604,237.62,6016,2,256,88.18,1,0
1761023062772,247.86,6016,1,512,165.08,1,0
1761023064915,237.62,6016,2,1024,139.92,1,0
1761023067071,247.86,6016,1,1024,152.78,1,0
1761023069307,237.62,6016,2,512,233.66,0,0
1761023071727,247.86,6016,1,32,418.21,0,0
1761023073825,237.62,6016,2,256,95.74,1,0
1761023075990,247.86,6016,1,64,162.51,1,0
1761023078116,237.62,6016,2,128,123.97,1,0
1761023080325,247.86,6016,1,1024,205.37,0,0
1761023082468,237.62,6016,2,128,141.83,1,0
1761023084653,247.86,6016,1,128,183.6,1,0
1761023086769,237.62,6016,2,64,114.62,1,0
1761023088918,247.86,6016,1,64,148.27,1,0
1761023091062,237.62,6016,2,32,142.43,1,0
1761023093188,247.86,6016,1,64,125.27,1,0
1761023095333,237.62,6016,2,128,144.06,1,0
1761023097490,247.86,6016,1,32,155.14,1,0
1761023099647,237.62,6016,2,512,154.82,1,0
1761023102059,247.7,6016,1,256,409.92,0,0
1761023104210,247.86,6016,1,128,148.48,1,0
1761023106506,237.62,6016,2,512,293.85,0,0
1761023108821,247.82,6016,1,256,313.66,0,0
1761023111014,237.62,6016,2,64,192.93,1,0
1761023113133,247.86,6016,1,64,117.46,1,0
1761023115282,237.62,6016,2,32,147.73,1,0
1761023117407,247.86,6016,1,32,124.01,1,0
1761023119590,237.62,6016,2,1024,180.23,1,0
1761023121785,247.86,6016,1,512,193.59,1,0
1761023123883,237.62,6016,2,512,95.96,1,0
1761023126155,247.86,6016,1,512,269.87,0,0
1761023128520,237.62,6016,2,64,363.55,0,0
1761023130704,247.86,6016,1,64,183.21,1,0
1761023132783,237.62,6016,2,32,77.52,1,0
1761023135051,247.86,6016,1,1024,264.26,0,0
1761023137375,237.62,6016,2,128,323.39,0,0
1761023139549,247.7,6016,1,1024,170.98,1,0
1761023141676,237.62,6016,2,32,125.47,1,0
1761023143912,241.89,6016,1,1024,234.12,0,0
1761023146103,247.86,6016,1,256,189.87,1,0
1761023148482,237.62,6016,2,256,377.1,0,0
1761023150667,247.86,6016,1,64,183.71,1,0
1761023153089,237.62,6016,2,64,420.4,0,0
1761023155268,247.86,6016,1,128,177.95,1,0
1761023157707,237.62,6016,2,32,437.74,0,0
1761023159858,247.86,6016,1,512,148.36,1,0
1761023161983,237.62,6016,2,512,123.77,1,0
1761023164098,247.86,6016,1,128,113.16,1,0
1761023166354,237.62,6016,2,64,255.35,0,0
1761023168799,247.86,6016,1,256,443.31,0,0
1761023171162,237.62,6016,2,1024,360.29,0,0
1761023173287,247.86,6016,1,64,123.95,1,0
1761023175456,237.62,6016,2,32,167.21,1,0
1761023177624,247.86,6016,1,1024,165.61,1,0
1761023179840,237.62,6016,2,512,214.13,0,0
1761023182304,247.86,6016,1,128,462.61,0,0
1761023184714,237.62,6016,2,256,407.25,0,0
1761023186906,241.82,6016,1,512,189.44,1,0
1761023189349,247.86,6016,1,512,441.1,0,0
1761023191450,237.62,6016,2,512,98.36,1,0
1761023193621,247.86,6016,1,512,170.39,1,0
1761023195776,237.62,6016,2,32,153.47,1,0
1761023197883,247.86,6016,1,256,105.38,1,0
1761023200086,237.62,6016,2,32,201.37,0,0
1761023202153,247.86,6016,1,512,65.98,1,0
1761023204334,237.62,6016,2,1024,179.01,1,0
1761023206559,247.86,6016,1,32,223.87,0,0
1761023209009,237.62,6016,2,1024,445.0,0,0
1761023211412,247.86,6016,1,128,402.19,0,0
1761023213509,237.62,6016,2,32,95.12,1,0
1761023215673,247.86,6016,1,32,163.27,1,0
1761023217854,237.62,6016,2,128,179.22,1,0
1761023219979,247.86,6016,1,64,124.03,1,0
1761023222192,237.62,6016,2,1024,211.29,0,0
1761023224285,247.86,6016,1,32,91.81,1,0
1761023226514,237.62,6016,2,64,227.76,0,0
1761023228897,247.63,6016,1,128,380.39,0,0
1761023231064,247.82,6016,1,1024,164.51,1,0
1761023233187,237.62,6016,2,64,121.91,1,0
1761023235396,247.86,6016,1,64,208.51,0,0
1761023237483,237.62,6016,2,512,84.79,1,0
1761023239636,247.86,6016,1,256,151.79,1,0
1761023241886,237.62,6016,2,128,248.36,0,0
1761023244261,247.86,6016,1,128,373.03,0,0
1761023246454,237.62,6016,2,128,191.71,1,0
1761023248894,247.86,6016,1,512,437.35,0,0
1761023251512,237.62,6016,2,128,613.81,0,0
1761023253711,247.86,6016,1,256,197.21,1,0
1761023255970,237.62,6016,2,32,254.85,0,0
1761023258469,247.86,6016,1,256,497.11,0,0
1761023260777,237.62,6016,2,64,306.94,0,0
1761023262982,247.7,6016,1,256,203.59,0,0
1761023265123,237.62,6016,2,128,139.6,1,0
1761023267257,241.89,6016,1,256,133.0,1,0
1761023269394,247.86,6016,1,1024,133.61,1,0
1761023271583,237.62,6016,2,1024,183.62,1,0
1761023273678,247.86,6016,1,128,93.51,1,0
1761023275949,237.62,6016,2,1024,267.29,0,0
1761023278370,247.86,6016,1,512,419.69,0,0
1761023280513,237.62,6016,2,1024,139.43,1,0
1761023282662,247.86,6016,1,512,146.39,1,0
1761023284756,237.62,6016,2,512,92.59,1,0
1761023286897,247.86,6016,1,512,139.56,1,0
1761023289033,237.62,6016,2,64,135.19,1,0
1761023291236,247.86,6016,1,1024,200.85,0,0
1761023293333,237.62,6016,2,64,95.63,1,0
1761023295501,247.86,6016,1,64,166.16,1,0
1761023297620,237.62,6016,2,512,118.4,1,0
1761023299834,247.86,6016,1,128,212.68,0,0
1761023301920,237.62,6016,2,256,84.46,1,0
1761023304100,247.86,6016,1,512,178.04,1,0
1761023306280,237.62,6016,2,128,178.75,1,0
1761023308416,247.86,6016,1,512,133.79,1,0
1761023310572,237.62,6016,2,256,153.96,1,0
1761023312672,247.86,6016,1,256,99.34,1,0
1761023314874,237.62,6016,2,32,200.4,0,0
1761023316974,242.02,6016,1,256,98.19,1,0
1761023319183,247.86,6016,1,512,207.7,0,0
1761023321299,237.62,6016,2,32,114.14,1,0
1761023323414,247.86,6016,1,128,112.53,1,0
1761023325661,237.62,6016,2,64,245.69,0,0
1761023328025,247.86,6016,1,128,362.9,0,0
1761023330199,237.62,6016,2,32,172.52,1,0
1761023332316,247.86,6016,1,512,115.48,1,0
1761023334560,237.62,6016,2,1024,241.62,0,0
1761023336928,247.86,6016,1,512,366.81,0,0
1761023339081,237.43,6016,2,256,151.48,1,0
1761023341259,247.86,6016,1,32,176.93,1,0
1761023343385,237.62,6016,2,64,124.7,1,0
1761023345539,247.86,6016,1,512,153.43,1,0
1761023347854,237.62,6016,2,256,312.24,0,0
1761023350254,247.86,6016,1,1024,398.18,0,0
1761023352588,237.62,6016,2,64,333.01,0,0
1761023354742,247.86,6016,1,64,152.92,1,0
1761023356873,237.62,6016,2,64,128.96,1,0
1761023359068,247.86,6016,1,256,192.38,1,0
1761023361267,237.62,6016,2,128,197.79,1,0
1761023363325,247.86,6016,1,256,55.41,1,0
1761023365489,237.62,6016,2,1024,162.14,1,0
1761023367700,247.82,6016,1,512,209.16,0,0
1761023369775,247.82,6016,1,128,73.51,1,0
1761023371995,237.62,6016,2,512,218.54,0,0
1761023374242,247.86,6016,1,256,246.03,0,0
1761023376569,237.62,6016,2,32,325.27,0,0
1761023378694,247.86,6016,1,1024,123.4,1,0
1761023380835,237.62,6016,2,64,140.52,1,0
1761023383025,247.86,6016,1,128,187.7,1,0
1761023385156,237.62,6016,2,1024,130.03,1,0
1761023387323,247.86,6016,1,64,165.77,1,0
1761023389530,237.62,6016,2,512,204.46,0,0
1761023391929,247.86,6016,1,1024,395.96,0,0
1761023394048,237.62,6016,2,1024,116.78,1,0
1761023396274,247.86,6016,1,128,223.83,0,0
1761023398711,237.62,6016,2,32,435.15,0,0
1761023400839,247.86,6016,1,128,125.82,1,0
1761023402991,237.62,6016,2,128,148.48,1,0
1761023405144,247.86,6016,1,256,152.11,1,0
1761023407243,237.67,6016,1,256,97.74,1,0
1761023409379,237.62,6016,2,1024,133.8,1,0
1761023411617,247.86,6016,1,256,236.47,0,0
1761023414039,237.62,6016,2,64,419.69,0,0
1761023416136,247.86,6016,1,512,93.32,1,0
1761023418307,237.62,6016,2,32,169.1,1,0
1761023420446,247.86,6016,1,32,138.21,1,0
1761023422643,237.62,6016,2,128,195.21,1,0
1761023424725,247.86,6016,1,512,79.88,1,0
1761023426906,237.62,6016,2,512,180.2,1,0
1761023429017,247.86,6016,1,512,108.88,1,0
1761023431174,237.62,6016,2,256,156.0,1,0
1761023433443,247.86,6016,1,32,267.25,0,0
1761023435821,237.62,6016,2,128,376.18,0,0
1761023437946,247.86,6016,1,32,123.47,1,0
1761023440083,237.62,6016,2,128,135.46,1,0
1761023442304,247.86,6016,1,128,217.35,0,0
1761023444395,237.62,6016,2,1024,87.99,1,0
1761023446784,247.86,6016,1,512,386.17,0,0
1761023449071,237.62,6016,2,1024,285.43,0,0
1761023451225,247.86,6016,1,256,151.69,1,0
1761023453311,237.62,6016,2,128,85.21,1,0
1761023455458,242.02,6016,1,512,145.12,1,0
1761023457604,247.86,6016,1,256,143.2,1,0
1761023459724,237.62,6016,2,1024,116.39,1,0
1761023461864,247.86,6016,1,32,137.2,1,0
1761023464052,237.62,6016,2,64,185.42,1,0
1761023466161,247.86,6016,1,1024,106.05,1,0
1761023468388,237.62,6016,2,256,225.43,0,0
1761023470471,247.86,6016,1,32,81.5,1,0
1761023472701,237.62,6016,2,32,229.39,0,0
1761023475068,247.86,6016,1,128,364.82,0,0
1761023477203,237.62,6016,2,128,132.8,1,0
1761023479396,247.86,6016,1,256,192.18,1,0
1761023481519,237.62,6016,2,128,120.78,1,0
1761023483740,247.82,6016,1,512,218.53,0,0
1761023485967,237.62,6016,2,1024,224.32,0,0
1761023488348,247.86,6016,1,256,378.64,0,0
1761023490482,237.64,6016,1,64,130.89,1,0
1761023492651,237.62,6016,2,256,164.43,1,0
1761023494745,247.86,6016,1,512,92.48,1,0
1761023496884,237.62,6016,2,256,137.83,1,0
1761023499067,247.86,6016,1,128,181.27,1,0
1761023501218,237.62,6016,2,128,149.35,1,0
1761023503316,247.86,6016,1,1024,96.62,1,0
1761023505498,237.62,6016,2,128,181.13,1,0
1761023507633,247.86,6016,1,256,133.63,1,0
1761023509849,237.62,6016,2,1024,213.76,0,0
1761023512038,247.86,6016,1,256,186.55,1,0
1761023514355,237.62,6016,2,256,316.75,0,0
1761023516541,247.86,6016,1,64,184.37,1,0
1761023518711,237.62,6016,2,512,168.84,1,0
1761023520790,247.86,6016,1,1024,77.39,1,0
1761023522991,237.62,6016,2,128,199.3,1,0
1761023525091,247.86,6016,1,512,99.16,1,0
1761023527275,237.62,6016,2,1024,181.93,1,0
1761023529432,247.86,6016,1,64,156.35,1,0
1761023531679,237.62,6016,2,64,244.48,0,0
1761023534046,247.86,6016,1,32,365.88,0,0
1761023536182,237.62,6016,2,32,134.15,1,0
1761023538352,247.7,6016,1,1024,167.25,1,0
1761023540495,237.62,6016,2,64,142.35,1,0
1761023542679,242.02,6016,1,64,181.58,1,0
1761023544769,247.86,6016,1,128,89.13,1,0
1761023546927,237.62,6016,2,256,157.12,1,0
1761023549190,247.86,6016,1,32,261.64,0,0
1761023551554,237.62,6016,2,128,362.49,0,0
1761023553823,247.86,6016,1,128,268.43,0,0
1761023556217,237.62,6016,2,128,392.27,0,0
1761023558640,247.86,6016,1,1024,422.1,0,0
1761023560936,237.62,6016,2,512,293.47,0,0
1761023563261,247.86,6016,1,512,322.6,0,0
1761023565474,237.62,6016,2,1024,211.56,0,0
1761023567858,247.86,6016,1,32,382.99,0,0
1761023569935,237.62,6016,2,512,75.39,1,0
1761023572083,247.86,6016,1,128,147.18,1,0
1761023574355,237.62,6016,2,32,271.79,0,0
1761023576692,247.86,6016,1,1024,335.77,0,0
1761023578858,237.62,6016,2,512,164.15,1,0
1761023581022,247.86,6016,1,512,162.77,1,0
1761023583194,237.62,6016,2,32,170.63,1,0
1761023585280,247.86,6016,1,1024,84.4,1,0
1761023587574,237.62,6016,2,1024,291.93,0,0
1761023589908,247.86,6016,1,32,333.09,0,0
1761023592109,237.62,6016,2,1024,199.41,1,0
1761023594235,247.86,6016,1,512,124.37,1,0
1761023596374,237.62,6016,2,64,138.23,1,0
1761023598565,247.86,6016,1,256,190.49,1,0
1761023600953,237.62,6016,2,64,385.74,0,0
1761023603063,231.82,6016,1,128,109.33,1,0
1761023605272,247.86,6016,1,1024,208.02,0,0
1761023607366,237.62,6016,2,32,93.3,1,0
1761023609516,247.86,6016,1,256,149.46,1,0
1761023611753,237.62,6016,2,32,235.86,0,0
1761023613825,247.86,6016,1,1024,69.15,1,0
1761023616006,237.62,6016,2,512,179.99,1,0
1761023618122,247.86,6016,1,512,115.79,1,0
1761023620256,237.62,6016,2,256,133.55,1,0
1761023622417,247.86,6016,1,256,160.15,1,0
1761023624596,237.62,6016,2,64,177.19,1,0
1761023626909,247.86,6016,1,64,311.67,0,0
1761023629266,237.62,6016,2,512,355.86,0,0
1761023631706,247.86,6016,1,512,437.69,0,0
1761023633838,237.62,6016,2,256,129.94,1,0
1761023635948,247.86,6016,1,1024,108.63,1,0
1761023638080,237.62,6016,2,64,130.2,1,0
1761023640270,247.86,6016,1,32,188.91,1,0
1761023642392,237.62,6016,2,64,120.8,1,0
1761023644547,247.86,6016,1,1024,152.86,1,0
1761023646717,237.62,6016,2,256,168.99,1,0
1761023648842,247.86,6016,1,128,123.38,1,0
1761023651001,237.62,6016,2,1024,156.78,1,0
1761023653269,247.82,6016,1,512,264.52,0,0
1761023655620,247.82,6016,1,64,349.29,0,0
1761023657756,237.62,6016,2,512,134.94,1,0
1761023660024,247.86,6016,1,32,266.05,0,0
1761023662359,237.62,6016,2,1024,332.44,0,0
1761023664531,247.82,6016,1,32,170.26,1,0
1761023666667,237.62,6016,2,256,135.4,1,0
1761023668794,247.86,6016,1,32,126.16,1,0
1761023670977,237.62,6016,2,256,181.42,1,0
1761023673114,247.86,6016,1,1024,134.99,1,0
1761023675180,237.62,6016,2,256,64.59,1,0
1761023677428,247.86,6016,1,64,246.61,0,0
1761023679542,237.62,6016,2,1024,113.52,1,0
1761023681784,247.86,6016,1,128,240.03,0,0
1761023684168,237.62,6016,2,64,382.71,0,0
1761023686291,247.86,6016,1,256,121.57,1,0
1761023688491,237.62,6016,2,32,199.88,1,0
1761023690599,247.86,6016,1,1024,105.3,1,0
1761023692770,237.62,6016,2,256,170.2,1,0
1761023694902,247.86,6016,1,64,130.14,1,0
1761023697093,237.62,6016,2,32,189.58,1,0
1761023699379,247.86,6016,1,256,281.75,0,0
1761023701683,237.62,6016,2,256,301.59,0,0
1761023703908,247.7,6016,1,512,223.38,0,0
1761023706310,237.62,6016,2,512,400.38,0,0
1761023708483,242.02,6016,1,128,171.68,1,0
1761023710837,247.86,6016,1,256,351.69,0,0
1761023713059,237.62,6016,2,256,221.22,0,0
1761023715245,247.86,6016,1,64,185.28,1,0
1761023717581,237.62,6016,2,64,334.69,0,0
1761023719761,247.86,6016,1,128,179.45,1,0
1761023721983,237.62,6016,2,128,220.69,0,0
1761023724410,247.86,6016,1,64,425.09,0,0
1761023726553,237.62,6016,2,128,141.6,1,0
1761023728655,247.86,6016,1,64,101.29,1,0
1761023730881,237.62,6016,2,128,225.02,0,0
1761023732943,247.86,6016,1,32,61.17,1,0
1761023735188,237.62,6016,2,1024,242.91,0,0
1761023737295,247.86,6016,1,256,104.4,1,0
1761023739619,237.62,6016,2,512,322.16,0,0
1761023741935,247.86,6016,1,128,314.4,0,0
1761023744038,237.62,6016,2,256,101.68,1,0
1761023746151,247.86,6016,1,128,112.0,1,0
1761023748341,237.62,6016,2,256,188.03,1,0
1761023750473,247.86,6016,1,512,130.73,1,0
1761023752686,237.62,6016,2,256,212.07,0,0
1761023755055,247.86,6016,1,32,367.89,0,0
1761023757284,247.86,6016,1,128,227.93,0,0
1761023759675,237.62,6016,2,1024,388.83,0,0
1761023761825,247.86,6016,1,32,148.32,1,0
1761023764005,237.62,6016,2,1024,178.51,1,0
1761023766100,247.86,6016,1,1024,92.68,1,0
1761023768277,237.62,6016,2,128,176.11,1,0
1761023770402,247.86,6016,1,512,124.42,1,0
1761023772594,237.62,6016,2,64,191.01,1,0
1761023774738,247.86,6016,1,512,142.15,1,0
1761023776911,237.62,6016,2,64,171.7,1,0
1761023779061,247.86,6016,1,256,149.28,1,0
1761023781223,237.62,6016,2,32,160.79,1,0
1761023783350,247.86,6016,1,32,124.32,1,0
1761023785477,237.62,6016,2,256,126.03,1,0
1761023787644,247.86,6016,1,64,166.3,1,0
1761023789817,237.62,6016,2,1024,170.5,1,0
1761023791912,247.86,6016,1,64,93.48,1,0
1761023794060,237.62,6016,2,512,146.58,1,0
1761023796211,247.86,6016,1,32,148.81,1,0
1761023798355,237.62,6016,2,512,143.48,1,0
1761023800512,247.86,6016,1,128,155.19,1,0
1761023802702,237.62,6016,2,1024,188.47,1,0
1761023804879,242.02,6016,1,256,175.52,1,0
1761023806974,247.86,6016,1,32,91.01,1,0
1761023809192,237.62,6016,2,1024,215.79,0,0
1761023811549,247.86,6016,1,32,355.42,0,0
1761023813750,237.62,6016,2,32,200.33,0,0
1761023815835,247.86,6016,1,64,84.23,1,0
1761023818002,237.62,6016,2,64,165.79,1,0
1761023820172,247.86,6016,1,128,169.21,1,0
1761023822414,237.62,6016,2,256,239.8,0,0
1761023824863,247.86,6016,1,512,447.42,0,0
1761023827294,237.62,6016,2,1024,428.17,0,0
1761023829713,247.86,6016,1,64,418.38,0,0
1761023831832,237.62,6016,2,128,117.55,1,0
1761023834024,247.86,6016,1,1024,189.33,1,0
1761023836399,237.62,6016,2,1024,372.84,0,0
1761023838622,247.86,6016,1,256,221.63,0,0
1761023840731,237.62,6016,2,128,107.92,1,0
1761023842850,247.82,6016,1,512,117.86,1,0
1761023845001,237.62,6016,2,32,149.25,1,0
1761023847197,247.82,6016,1,512,194.67,1,0
